郵便番号,地方公共団体コード,都道府県,市区町村
5630100,27321,大阪府,豊能郡豊能町
5630300,27322,大阪府,豊能郡能勢町
5950000,27341,大阪府,泉北郡忠岡町
5900400,27361,大阪府,泉南郡熊取町
5980000,27362,大阪府,泉南郡田尻町
5990300,27366,大阪府,泉南郡岬町
5830000,27381,大阪府,南河内郡太子町
5850000,27382,大阪府,南河内郡河南町
5850000,27383,大阪府,南河内郡千早赤阪村
6580000,28101,兵庫県,神戸市東灘区
6570000,28102,兵庫県,神戸市灘区
6520000,28105,兵庫県,神戸市兵庫区
6530000,28106,兵庫県,神戸市長田区
6540000,28107,兵庫県,神戸市須磨区
6550000,28108,兵庫県,神戸市垂水区
6511100,28109,兵庫県,神戸市北区
6500000,28110,兵庫県,神戸市中央区
6500000,28111,兵庫県,神戸市西区
6700000,28201,兵庫県,姫路市
6600000,28202,兵庫県,尼崎市
6730000,28203,兵庫県,明石市
6620000,28204,兵庫県,西宮市
6560000,28205,兵庫県,洲本市
6590000,28206,兵庫県,芦屋市
6640000,28207,兵庫県,伊丹市
6780000,28208,兵庫県,相生市
6680000,28209,兵庫県,豊岡市
6750000,28210,兵庫県,加古川市
6780200,28212,兵庫県,赤穂市
6770000,28213,兵庫県,西脇市
6650000,28214,兵庫県,宝塚市
6730400,28215,兵庫県,三木市
6760000,28216,兵庫県,高砂市
6660000,28217,兵庫県,川西市
6751300,28218,兵庫県,小野市
6691300,28219,兵庫県,三田市
6750000,28220,兵庫県,加西市
6692397,28221,兵庫県,丹波篠山市
6670000,28222,兵庫県,養父市
6693300,28223,兵庫県,丹波市
6560400,28224,兵庫県,南あわじ市
6695200,28225,兵庫県,朝来市
6562100,28226,兵庫県,淡路市
6712500,28227,兵庫県,宍粟市
6731400,28228,兵庫県,加東市
6794100,28229,兵庫県,たつの市
6660200,28301,兵庫県,川辺郡猪名川町
6791100,28365,兵庫県,多可郡多可町
6751100,28381,兵庫県,加古郡稲美町
6750100,28382,兵庫県,加古郡播磨町
6792300,28442,兵庫県,神崎郡市川町
6792200,28443,兵庫県,神崎郡福崎町
6793100,28446,兵庫県,神崎郡神河町
6711500,28464,兵庫県,揖保郡太子町
6781200,28481,兵庫県,赤穂郡上郡町
6795300,28501,兵庫県,佐用郡佐用町
6696500,28585,兵庫県,美方郡香美町
6696700,28586,兵庫県,美方郡新温泉町
6300000,29201,奈良県,奈良市
6350000,29202,奈良県,大和高田市
6391100,29203,奈良県,大和郡山市
6320000,29204,奈良県,天理市
6340000,29205,奈良県,橿原市
6330000,29206,奈良県,桜井市
6370000,29207,奈良県,五條市
6392200,29208,奈良県,御所市
6300200,29209,奈良県,生駒市
6390200,29210,奈良県,香芝市
6392100,29211,奈良県,葛城市
6330200,29212,奈良県,宇陀市
6300000,29322,奈良県,山辺郡山添村
6360000,29342,奈良県,生駒郡平群町
6360000,29343,奈良県,生駒郡三郷町
6360100,29344,奈良県,生駒郡斑鳩町
6391100,29345,奈良県,生駒郡安堵町
6360300,29361,奈良県,磯城郡川西町
6360300,29362,奈良県,磯城郡三宅町
6360300,29363,奈良県,磯城郡田原本町
6331200,29385,奈良県,宇陀郡曽爾村
6331300,29386,奈良県,宇陀郡御杖村
6350100,29401,奈良県,高市郡高取町
6340100,29402,奈良県,高市郡明日香村
6390200,29424,奈良県,北葛城郡上牧町
6360000,29425,奈良県,北葛城郡王寺町
6350000,29426,奈良県,北葛城郡広陵町
6360000,29427,奈良県,北葛城郡河合町
6393100,29441,奈良県,吉野郡吉野町
6380000,29442,奈良県,吉野郡大淀町
6380000,29443,奈良県,吉野郡下市町
6380200,29444,奈良県,吉野郡黒滝村
6380300,29446,奈良県,吉野郡天川村
6480300,29447,奈良県,吉野郡野迫川村
6371500,29449,奈良県,吉野郡十津川村
6393800,29450,奈良県,吉野郡下北山村
6393700,29451,奈良県,吉野郡上北山村
6393500,29452,奈良県,吉野郡川上村
6332400,29453,奈良県,吉野郡東吉野村
6400000,30201,和歌山県,和歌山市
6420000,30202,和歌山県,海南市
6480000,30203,和歌山県,橋本市
6490300,30204,和歌山県,有田市
6440000,30205,和歌山県,御坊市
6460000,30206,和歌山県,田辺市
6470000,30207,和歌山県,新宮市
6496400,30208,和歌山県,紀の川市
6496200,30209,和歌山県,岩出市
6401100,30304,和歌山県,海草郡紀美野町
6497100,30341,和歌山県,伊都郡かつらぎ町
6480100,30343,和歌山県,伊都郡九度山町
6480200,30344,和歌山県,伊都郡高野町
6430000,30361,和歌山県,有田郡湯浅町
6430000,30362,和歌山県,有田郡広川町
6430000,30366,和歌山県,有田郡有田川町
6440000,30381,和歌山県,日高郡美浜町
6491200,30382,和歌山県,日高郡日高町
6491100,30383,和歌山県,日高郡由良町
6491500,30390,和歌山県,日高郡印南町
6450000,30391,和歌山県,日高郡みなべ町
6491300,30392,和歌山県,日高郡日高川町
6492200,30401,和歌山県,西牟婁郡白浜町
6492100,30404,和歌山県,西牟婁郡上富田町
6492600,30406,和歌山県,西牟婁郡すさみ町
6495300,30421,和歌山県,東牟婁郡那智勝浦町
6495100,30422,和歌山県,東牟婁郡太地町
6494100,30424,和歌山県,東牟婁郡古座川町
6471600,30427,和歌山県,東牟婁郡北山村
6493500,30428,和歌山県,東牟婁郡串本町
6800000,31201,鳥取県,鳥取市
6830000,31202,鳥取県,米子市
6820000,31203,鳥取県,倉吉市
6840000,31204,鳥取県,境港市
6810000,31302,鳥取県,岩美郡岩美町
6800700,31325,鳥取県,八頭郡若桜町
6891400,31328,鳥取県,八頭郡智頭町
6800400,31329,鳥取県,八頭郡八頭町
6820100,31364,鳥取県,東伯郡三朝町
6820700,31370,鳥取県,東伯郡湯梨浜町
6892300,31371,鳥取県,東伯郡琴浦町
6892200,31372,鳥取県,東伯郡北栄町
6893500,31384,鳥取県,西伯郡日吉津村
6893200,31386,鳥取県,西伯郡大山町
6830300,31389,鳥取県,西伯郡南部町
6894100,31390,鳥取県,西伯郡伯耆町
6895200,31401,鳥取県,日野郡日南町
6894500,31402,鳥取県,日野郡日野町
6894400,31403,鳥取県,日野郡江府町
6900000,32201,島根県,松江市
6970000,32202,島根県,浜田市
6930000,32203,島根県,出雲市
6980000,32204,島根県,益田市
6940000,32205,島根県,大田市
6920000,32206,島根県,安来市
6950000,32207,島根県,江津市
6902400,32209,島根県,雲南市
6991500,32343,島根県,仁多郡奥出雲町
6903200,32386,島根県,飯石郡飯南町
6960000,32441,島根県,邑智郡川本町
6994600,32448,島根県,邑智郡美郷町
6960100,32449,島根県,邑智郡邑南町
6995600,32501,島根県,鹿足郡津和野町
6995500,32505,島根県,鹿足郡吉賀町
6840400,32525,島根県,隠岐郡海士町
6840300,32526,島根県,隠岐郡西ノ島町
6840100,32527,島根県,隠岐郡知夫村
6850000,32528,島根県,隠岐郡隠岐の島町
7000000,33101,岡山県,岡山市北区
7000000,33102,岡山県,岡山市中区
7000000,33103,岡山県,岡山市東区
7000000,33104,岡山県,岡山市南区
7100000,33202,岡山県,倉敷市
7080000,33203,岡山県,津山市
7060000,33204,岡山県,玉野市
7140000,33205,岡山県,笠岡市
7150000,33207,岡山県,井原市
7191100,33208,岡山県,総社市
7160000,33209,岡山県,高梁市
7180000,33210,岡山県,新見市
7050000,33211,岡山県,備前市
7014200,33212,岡山県,瀬戸内市
7090800,33213,岡山県,赤磐市
7193100,33214,岡山県,真庭市
7070000,33215,岡山県,美作市
7190200,33216,岡山県,浅口市
7090400,33346,岡山県,和気郡和気町
7010300,33423,岡山県,都窪郡早島町
7190300,33445,岡山県,浅口郡里庄町
7141200,33461,岡山県,小田郡矢掛町
7170201,33586,岡山県,真庭郡新庄村
7080300,33606,岡山県,苫田郡鏡野町
7094300,33622,岡山県,勝田郡勝央町
7081300,33623,岡山県,勝田郡奈義町
7070500,33643,岡山県,英田郡西粟倉村
7093600,33663,岡山県,久米郡久米南町
7093700,33666,岡山県,久米郡美咲町
7161100,33681,岡山県,加賀郡吉備中央町
7300000,34101,広島県,広島市中区
7320000,34102,広島県,広島市東区
7340000,34103,広島県,広島市南区
7330000,34104,広島県,広島市西区
7310100,34105,広島県,広島市安佐南区
7391700,34106,広島県,広島市安佐北区
7360000,34107,広島県,広島市安芸区
7315100,34108,広島県,広島市佐伯区
7370000,34202,広島県,呉市
7250000,34203,広島県,竹原市
7230000,34204,広島県,三原市
7220000,34205,広島県,尾道市
7210000,34207,広島県,福山市
1830000,34208,広島県,府中市
7280000,34209,広島県,三次市
7270000,34210,広島県,庄原市
7390600,34211,広島県,大竹市
7390000,34212,広島県,東広島市
7380000,34213,広島県,廿日市市
7310500,34214,広島県,安芸高田市
7372100,34215,広島県,江田島市
7350000,34302,広島県,安芸郡府中町
7360000,34304,広島県,安芸郡海田町
7314200,34307,広島県,安芸郡熊野町
7314300,34309,広島県,安芸郡坂町
7313500,34368,広島県,山県郡安芸太田町
7311500,34369,広島県,山県郡北広島町
7250200,34431,広島県,豊田郡大崎上島町
7221100,34462,広島県,世羅郡世羅町
7201800,34545,広島県,神石郡神石高原町
7500000,35201,山口県,下関市
7550000,35202,山口県,宇部市
7530000,35203,山口県,山口市
7580000,35204,山口県,萩市
7470000,35206,山口県,防府市
7440000,35207,山口県,下松市
7400000,35208,山口県,岩国市
7430000,35210,山口県,光市
7594100,35211,山口県,長門市
7420000,35212,山口県,柳井市
7592200,35213,山口県,美祢市
7450000,35215,山口県,周南市
7560000,35216,山口県,山陽小野田市
7422100,35305,山口県,大島郡周防大島町
7400000,35321,山口県,玖珂郡和木町
7421400,35341,山口県,熊毛郡上関町
7421500,35343,山口県,熊毛郡田布施町
7421100,35344,山口県,熊毛郡平生町
7593600,35502,山口県,阿武郡阿武町
7700000,36201,徳島県,徳島市
7720000,36202,徳島県,鳴門市
7730000,36203,徳島県,小松島市
7740000,36204,徳島県,阿南市
7760000,36205,徳島県,吉野川市
7711700,36206,徳島県,阿波市
7793600,36207,徳島県,美馬市
7780000,36208,徳島県,三好市
7714300,36301,徳島県,勝浦郡勝浦町
7714500,36302,徳島県,勝浦郡上勝町
7714100,36321,徳島県,名東郡佐那河内村
7793200,36341,徳島県,名西郡石井町
7713200,36342,徳島県,名西郡神山町
7715200,36368,徳島県,那賀郡那賀町
7750000,36383,徳島県,海部郡牟岐町
7792300,36387,徳島県,海部郡美波町
7750200,36388,徳島県,海部郡海陽町
7710200,36401,徳島県,板野郡松茂町
7710200,36402,徳島県,板野郡北島町
7711200,36403,徳島県,板野郡藍住町
7790100,36404,徳島県,板野郡板野町
7711300,36405,徳島県,板野郡上板町
7794100,36468,徳島県,美馬郡つるぎ町
7794700,36489,徳島県,三好郡東みよし町
7600000,37201,香川県,高松市
7630000,37202,香川県,丸亀市
7620000,37203,香川県,坂出市
7650000,37204,香川県,善通寺市
7680000,37205,香川県,観音寺市
7692300,37206,香川県,さぬき市
7692700,37207,香川県,東かがわ市
7670000,37208,香川県,三豊市
7614100,37322,香川県,小豆郡土庄町
7614300,37324,香川県,小豆郡小豆島町
7610700,37341,香川県,木田郡三木町
7613110,37364,香川県,香川郡直島町
7690200,37386,香川県,綾歌郡宇多津町
7612300,37387,香川県,綾歌郡綾川町
7660000,37403,香川県,仲多度郡琴平町
7640000,37404,香川県,仲多度郡多度津町
7660000,37406,香川県,仲多度郡まんのう町
7910000,38201,愛媛県,松山市
7940000,38202,愛媛県,今治市
7980000,38203,愛媛県,宇和島市
7960000,38204,愛媛県,八幡浜市
7920000,38205,愛媛県,新居浜市
7930000,38206,愛媛県,西条市
7950000,38207,愛媛県,大洲市
7993100,38210,愛媛県,伊予市
7990400,38213,愛媛県,四国中央市
7970000,38214,愛媛県,西予市
7910200,38215,愛媛県,東温市
7942500,38356,愛媛県,越智郡上島町
7911200,38386,愛媛県,上浮穴郡久万高原町
7913100,38401,愛媛県,伊予郡松前町
7912100,38402,愛媛県,伊予郡砥部町
7913300,38422,愛媛県,喜多郡内子町
7960300,38442,愛媛県,西宇和郡伊方町
7982100,38484,愛媛県,北宇和郡松野町
7981300,38488,愛媛県,北宇和郡鬼北町
7984100,38506,愛媛県,南宇和郡愛南町
7800000,39201,高知県,高知市
7817100,39202,高知県,室戸市
7840000,39203,高知県,安芸市
7830000,39204,高知県,南国市
7811100,39205,高知県,土佐市
7850000,39206,高知県,須崎市
7880000,39208,高知県,宿毛市
7870300,39209,高知県,土佐清水市
7870000,39210,高知県,四万十市
7815200,39211,高知県,香南市
7820000,39212,高知県,香美市
7817300,39301,高知県,安芸郡東洋町
7816400,39302,高知県,安芸郡奈半利町
7816410,39303,高知県,安芸郡田野町
7816400,39304,高知県,安芸郡安田町
7816400,39305,高知県,安芸郡北川村
7816200,39306,高知県,安芸郡馬路村
7815700,39307,高知県,安芸郡芸西村
7813600,39341,高知県,長岡郡本山町
7890300,39344,高知県,長岡郡大豊町
7813400,39363,高知県,土佐郡土佐町
7813700,39364,高知県,土佐郡大川村
7812100,39386,高知県,吾川郡いの町
7811500,39387,高知県,吾川郡仁淀川町
7891300,39401,高知県,高岡郡中土佐町
7891200,39402,高知県,高岡郡佐川町
7811300,39403,高知県,高岡郡越知町
7850600,39405,高知県,高岡郡檮原町
7812100,39410,高知県,高岡郡日高村
7850200,39411,高知県,高岡郡津野町
7860000,39412,高知県,高岡郡四万十町
7880300,39424,高知県,幡多郡大月町
7870800,39427,高知県,幡多郡三原村
7891900,39428,高知県,幡多郡黒潮町
8000000,40101,福岡県,北九州市門司区
8080000,40103,福岡県,北九州市若松区
8040000,40105,福岡県,北九州市戸畑区
8020000,40106,福岡県,北九州市小倉北区
8020000,40107,福岡県,北九州市小倉南区
8050000,40108,福岡県,北九州市八幡東区
8060000,40109,福岡県,北九州市八幡西区
8130000,40131,福岡県,福岡市東区
8120000,40132,福岡県,福岡市博多区
8100000,40133,福岡県,福岡市中央区
8150000,40134,福岡県,福岡市南区
8190000,40135,福岡県,福岡市西区
8140100,40136,福岡県,福岡市城南区
8140000,40137,福岡県,福岡市早良区
8360000,40202,福岡県,大牟田市
8390000,40203,福岡県,久留米市
8220000,40204,福岡県,直方市
8200000,40205,福岡県,飯塚市
8250000,40206,福岡県,田川市
8320000,40207,福岡県,柳川市
8340000,40210,福岡県,八女市
8330000,40211,福岡県,筑後市
8310000,40212,福岡県,大川市
8240000,40213,福岡県,行橋市
8280000,40214,福岡県,豊前市
8090000,40215,福岡県,中間市
8380100,40216,福岡県,小郡市
8180000,40217,福岡県,筑紫野市
8160000,40218,福岡県,春日市
8160000,40219,福岡県,大野城市
8113400,40220,福岡県,宗像市
8180100,40221,福岡県,太宰府市
8113100,40223,福岡県,古賀市
8113200,40224,福岡県,福津市
8391400,40225,福岡県,うきは市
8230000,40226,福岡県,宮若市
8200200,40227,福岡県,嘉麻市
8380000,40228,福岡県,朝倉市
8350000,40229,福岡県,みやま市
8191100,40230,福岡県,糸島市
81112--,40305,福岡県,那珂川市
8112100,40341,福岡県,糟屋郡宇美町
8112400,40342,福岡県,糟屋郡篠栗町
8112200,40343,福岡県,糟屋郡志免町
8112100,40344,福岡県,糟屋郡須惠町
8110100,40345,福岡県,糟屋郡新宮町
8112500,40348,福岡県,糟屋郡久山町
8112300,40349,福岡県,糟屋郡粕屋町
8070100,40381,福岡県,遠賀郡芦屋町
8070000,40382,福岡県,遠賀郡水巻町
8114200,40383,福岡県,遠賀郡岡垣町
8114300,40384,福岡県,遠賀郡遠賀町
8201100,40401,福岡県,鞍手郡小竹町
8071300,40402,福岡県,鞍手郡鞍手町
8200600,40421,福岡県,嘉穂郡桂川町
8380000,40447,福岡県,朝倉郡筑前町
8381700,40448,福岡県,朝倉郡東峰村
8301200,40503,福岡県,三井郡大刀洗町
8300400,40522,福岡県,三潴郡大木町
8340100,40544,福岡県,八女郡広川町
8221400,40601,福岡県,田川郡香春町
8240600,40602,福岡県,田川郡添田町
8221300,40604,福岡県,田川郡糸田町
8270000,40605,福岡県,田川郡川崎町
8240500,40608,福岡県,田川郡大任町
8240400,40609,福岡県,田川郡赤村
8221200,40610,福岡県,田川郡福智町
8000300,40621,福岡県,京都郡苅田町
8240800,40625,福岡県,京都郡みやこ町
8710000,40642,福岡県,築上郡吉富町
8710900,40646,福岡県,築上郡上毛町
8290100,40647,福岡県,築上郡築上町
8490000,41201,佐賀県,佐賀市
8470000,41202,佐賀県,唐津市
8410000,41203,佐賀県,鳥栖市
8460000,41204,佐賀県,多久市
8480000,41205,佐賀県,伊万里市
8430000,41206,佐賀県,武雄市
8491300,41207,佐賀県,鹿島市
8450000,41208,佐賀県,小城市
8430300,41209,佐賀県,嬉野市
8420000,41210,佐賀県,神埼市
8420000,41327,佐賀県,神埼郡吉野ヶ里町
8410200,41341,佐賀県,三養基郡基山町
8490100,41345,佐賀県,三養基郡上峰町
8490100,41346,佐賀県,三養基郡みやき町
8471400,41387,佐賀県,東松浦郡玄海町
8440000,41401,佐賀県,西松浦郡有田町
8492100,41423,佐賀県,杵島郡大町町
8490500,41424,佐賀県,杵島郡江北町
8491100,41425,佐賀県,杵島郡白石町
8491600,41441,佐賀県,藤津郡太良町
8500000,42201,長崎県,長崎市
8570000,42202,長崎県,佐世保市
8550000,42203,長崎県,島原市
8540000,42204,長崎県,諫早市
8560000,42205,長崎県,大村市
8595100,42207,長崎県,平戸市
8594500,42208,長崎県,松浦市
8170000,42209,長崎県,対馬市
8115100,42210,長崎県,壱岐市
8530000,42211,長崎県,五島市
8513500,42212,長崎県,西海市
8540500,42213,長崎県,雲仙市
8592600,42214,長崎県,南島原市
8512100,42307,長崎県,西彼杵郡長与町
8512100,42308,長崎県,西彼杵郡時津町
8593800,42321,長崎県,東彼杵郡東彼杵町
8593600,42322,長崎県,東彼杵郡川棚町
8593700,42323,長崎県,東彼杵郡波佐見町
8574700,42383,長崎県,北松浦郡小値賀町
8570300,42391,長崎県,北松浦郡佐々町
8574400,42411,長崎県,南松浦郡新上五島町
8610000,43101,熊本県,熊本市中央区
8610000,43102,熊本県,熊本市東区
8610000,43103,熊本県,熊本市西区
8610000,43104,熊本県,熊本市南区
8610000,43105,熊本県,熊本市北区
8660000,43202,熊本県,八代市
8680000,43203,熊本県,人吉市
8640000,43204,熊本県,荒尾市
8670000,43205,熊本県,水俣市
8650000,43206,熊本県,玉名市
8610500,43208,熊本県,山鹿市
8611300,43210,熊本県,菊池市
8690400,43211,熊本県,宇土市
8693600,43212,熊本県,上天草市
8690500,43213,熊本県,宇城市
8692600,43214,熊本県,阿蘇市
8630000,43215,熊本県,天草市
8611100,43216,熊本県,合志市
8614700,43348,熊本県,下益城郡美里町
8690300,43364,熊本県,玉名郡玉東町
8610800,43367,熊本県,玉名郡南関町
8690100,43368,熊本県,玉名郡長洲町
8650100,43369,熊本県,玉名郡和水町
8691200,43403,熊本県,菊池郡大津町
8691100,43404,熊本県,菊池郡菊陽町
8692400,43423,熊本県,阿蘇郡南小国町
8692500,43424,熊本県,阿蘇郡小国町
8692700,43425,熊本県,阿蘇郡産山村
8691600,43428,熊本県,阿蘇郡高森町
8612400,43432,熊本県,阿蘇郡西原村
8691400,43433,熊本県,阿蘇郡南阿蘇村
8613200,43441,熊本県,上益城郡御船町
8613100,43442,熊本県,上益城郡嘉島町
8612200,43443,熊本県,上益城郡益城町
8614600,43444,熊本県,上益城郡甲佐町
8613500,43447,熊本県,上益城郡山都町
8694600,43468,熊本県,八代郡氷川町
8695400,43482,熊本県,葦北郡芦北町
8695600,43484,熊本県,葦北郡津奈木町
8680300,43501,熊本県,球磨郡錦町
8680500,43505,熊本県,球磨郡多良木町
8680600,43506,熊本県,球磨郡湯前町
8680700,43507,熊本県,球磨郡水上村
8680000,43510,熊本県,球磨郡相良村
8680200,43511,熊本県,球磨郡五木村
8680000,43512,熊本県,球磨郡山江村
8696400,43513,熊本県,球磨郡球磨村
8680400,43514,熊本県,球磨郡あさぎり町
8632500,43531,熊本県,天草郡苓北町
8700100,44201,大分県,大分市
8740000,44202,大分県,別府市
8710000,44203,大分県,中津市
8770000,44204,大分県,日田市
8760000,44205,大分県,佐伯市
8750000,44206,大分県,臼杵市
8792400,44207,大分県,津久見市
8780000,44208,大分県,竹田市
8790600,44209,大分県,豊後高田市
8730000,44210,大分県,杵築市
8720000,44211,大分県,宇佐市
8797100,44212,大分県,豊後大野市
8795400,44213,大分県,由布市
8730500,44214,大分県,国東市
8721501,44322,大分県,東国東郡姫島村
8791500,44341,大分県,速見郡日出町
8794800,44461,大分県,玖珠郡九重町
8794400,44462,大分県,玖珠郡玖珠町
8800000,45201,宮崎県,宮崎市
8850000,45202,宮崎県,都城市
8820000,45203,宮崎県,延岡市
8870000,45204,宮崎県,日南市
8860000,45205,宮崎県,小林市
8830000,45206,宮崎県,日向市
8880000,45207,宮崎県,串間市
8810000,45208,宮崎県,西都市
8894300,45209,宮崎県,えびの市
8891900,45341,宮崎県,北諸県郡三股町
8894400,45361,宮崎県,西諸県郡高原町
8801100,45382,宮崎県,東諸県郡国富町
8801300,45383,宮崎県,東諸県郡綾町
8840000,45401,宮崎県,児湯郡高鍋町
8891400,45402,宮崎県,児湯郡新富町
8811400,45403,宮崎県,児湯郡西米良村
8840100,45404,宮崎県,児湯郡木城町
8891300,45405,宮崎県,児湯郡川南町
8891200,45406,宮崎県,児湯郡都農町
8890600,45421,宮崎県,東臼杵郡門川町
8831300,45429,宮崎県,東臼杵郡諸塚村
8831600,45430,宮崎県,東臼杵郡椎葉村
8831100,45431,宮崎県,東臼杵郡美郷町
8821100,45441,宮崎県,西臼杵郡高千穂町
8820400,45442,宮崎県,西臼杵郡日之影町
8821200,45443,宮崎県,西臼杵郡五ヶ瀬町
8900000,46201,鹿児島県,鹿児島市
8930000,46203,鹿児島県,鹿屋市
8980000,46204,鹿児島県,枕崎市
8991600,46206,鹿児島県,阿久根市
8990200,46208,鹿児島県,出水市
8910400,46210,鹿児島県,指宿市
8913100,46213,鹿児島県,西之表市
8912100,46214,鹿児島県,垂水市
8950000,46215,鹿児島県,薩摩川内市
8992500,46216,鹿児島県,日置市
8998600,46217,鹿児島県,曽於市
8994300,46218,鹿児島県,霧島市
8960000,46219,鹿児島県,いちき串木野市
8970000,46220,鹿児島県,南さつま市
8997100,46221,鹿児島県,志布志市
8940000,46222,鹿児島県,奄美市
8970200,46223,鹿児島県,南九州市
8952500,46224,鹿児島県,伊佐市
8995400,46225,鹿児島県,姶良市
8900000,46303,鹿児島県,鹿児島郡三島村
8915200,46304,鹿児島県,鹿児島郡十島村
8951800,46392,鹿児島県,薩摩郡さつま町
8991400,46404,鹿児島県,出水郡長島町
8996200,46452,鹿児島県,姶良郡湧水町
8997300,46468,鹿児島県,曽於郡大崎町
8931600,46482,鹿児島県,肝属郡東串良町
8932300,46490,鹿児島県,肝属郡錦江町
8932500,46491,鹿児島県,肝属郡南大隅町
8931200,46492,鹿児島県,肝属郡肝付町
8913600,46501,鹿児島県,熊毛郡中種子町
8913700,46502,鹿児島県,熊毛郡南種子町
8914200,46505,鹿児島県,熊毛郡屋久島町
8943100,46523,鹿児島県,大島郡大和村
8943300,46524,鹿児島県,大島郡宇検村
8941500,46525,鹿児島県,大島郡瀬戸内町
8940100,46527,鹿児島県,大島郡龍郷町
8916200,46529,鹿児島県,大島郡喜界町
8917100,46530,鹿児島県,大島郡徳之島町
8917600,46531,鹿児島県,大島郡天城町
8918300,46532,鹿児島県,大島郡伊仙町
8919100,46533,鹿児島県,大島郡和泊町
8919200,46534,鹿児島県,大島郡知名町
8919300,46535,鹿児島県,大島郡与論町
9000000,47201,沖縄県,那覇市
9012200,47205,沖縄県,宜野湾市
9070000,47207,沖縄県,石垣市
9012100,47208,沖縄県,浦添市
9050000,47209,沖縄県,名護市
9010300,47210,沖縄県,糸満市
9040000,47211,沖縄県,沖縄市
9010200,47212,沖縄県,豊見城市
9042200,47213,沖縄県,うるま市
9060000,47214,沖縄県,宮古島市
9011400,47215,沖縄県,南城市
9051400,47301,沖縄県,国頭郡国頭村
9051300,47302,沖縄県,国頭郡大宜味村
9051200,47303,沖縄県,国頭郡東村
9050400,47306,沖縄県,国頭郡今帰仁村
9050200,47308,沖縄県,国頭郡本部町
9040400,47311,沖縄県,国頭郡恩納村
9041300,47313,沖縄県,国頭郡宜野座村
9041200,47314,沖縄県,国頭郡金武町
9050500,47315,沖縄県,国頭郡伊江村
9040300,47324,沖縄県,中頭郡読谷村
9040200,47325,沖縄県,中頭郡嘉手納町
9040100,47326,沖縄県,中頭郡北谷町
9012300,47327,沖縄県,中頭郡北中城村
9012400,47328,沖縄県,中頭郡中城村
9030100,47329,沖縄県,中頭郡西原町
9011300,47348,沖縄県,島尻郡与那原町
9011100,47350,沖縄県,島尻郡南風原町
9013500,47353,沖縄県,島尻郡渡嘉敷村
9013400,47354,沖縄県,島尻郡座間味村
9013700,47355,沖縄県,島尻郡粟国村
9013601,47356,沖縄県,島尻郡渡名喜村
9013800,47357,沖縄県,島尻郡南大東村
9013900,47358,沖縄県,島尻郡北大東村
9050700,47359,沖縄県,島尻郡伊平屋村
9050600,47360,沖縄県,島尻郡伊是名村
9013100,47361,沖縄県,島尻郡久米島町
9010400,47362,沖縄県,島尻郡八重瀬町
9060600,47375,沖縄県,宮古郡多良間村
9070000,47381,沖縄県,八重山郡竹富町
9071800,47382,沖縄県,八重山郡与那国町
